[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:43,349 INFO] T-145	<BOS> I wish there was something to look forward to. <EOS>
[2024-03-10 13:23:43,349 INFO] H-145	oh no ! that is so frustrating . i hope it turns out well .
[2024-03-10 13:23:43,349 INFO] S-146	<CLS> Does it help?. Does seeking a therapist or eating medicine helps? <SEP>
[2024-03-10 13:23:43,349 INFO] T-146	<BOS> Therapy: it works if you have a good therapist who helps you understand yourself; why you feel or don't feel certain things, ways you bring certain miseries upon yourself. Also if they are a champion for you. What I mean by that is they empathize with you rather than shoving psycho babble down your throat. They offer real tools for help. Also, you have to put in the work. Therapy doesn't fix anything. Just helps educate you on how to better handle yourself. Meds also work, but sometimes you have to try a few different kinds to find the best fit for you. They don't work overnight either; they can take upwards of 10-14 days in most cases before your brain starts to readjust. For me, I found my original dosage wasn't strong enough after a year or so and had to double up. <EOS>
[2024-03-10 13:23:43,349 INFO] H-146	i 'm sorry to hear that .
[2024-03-10 13:23:43,349 INFO] S-147	<CLS> I saw a photo of myself from a year ago. I... can't believe how much the anxiety, stress, and sadness has aged my face. I look like a different person. When did this happen? Has this happened to you too? <SEP>
[2024-03-10 13:23:43,349 INFO] T-147	<BOS> Unfortunately im thin anyway and through depression i lost weight because of no appetite.With 24 years of age i look like a 14year old boy. No beard ,just 56 of height. Fuck me. <EOS>
[2024-03-10 13:23:43,349 INFO] H-147	that 's really sweet . i am glad you have that experience !
[2024-03-10 13:23:43,349 INFO] S-148	<CLS> how to know whether .... I am depressed because I don't do anything or I don't do anything because I am depressed ? <SEP>
[2024-03-10 13:23:43,349 INFO] T-148	<BOS> I can't speak for you, but I don't do anything because I'm depressed. I used to do things but gradually started feeling worse when I'd go out. Now when I try to make plans I can never follow through with them. I feel so bad about myself that I can change my mind about doing things very quickly. <EOS>
[2024-03-10 13:23:43,349 INFO] H-148	i 'm sorry to hear that . i hope you can find something else soon .
[2024-03-10 13:23:43,349 INFO] S-149	<CLS> 2017 has been my worst year. Without a better future in sight either :)) <SEP>
[2024-03-10 13:23:43,349 INFO] T-149	<BOS> Each year just keeps getting worse haha please end me <EOS>
[2024-03-10 13:23:43,349 INFO] H-149	that 's great ! i bet you are so proud of yourself !
[2024-03-10 13:23:43,349 INFO] S-150	<CLS> Anyone else occasionally have to go to your car or the bathroom during work to just cry?. Sometimes I just keep myself together for the whole work day <SEP>
[2024-03-10 13:23:43,350 INFO] T-150	<BOS> I would totally cry at my desk, no one even noticed. <EOS>
[2024-03-10 13:23:43,350 INFO] H-150	i would be too . i would be so mad .
[2024-03-10 13:23:43,350 INFO] S-151	<CLS> I swear if one more person tells me: You only have one life, there is no time to waste worrying, you have an entire future ahead I will kick him/her in the crotch.. I am just tired of being tired of the same soul-sucking routine engraved in my DNA. <SEP>
[2024-03-10 13:23:43,350 INFO] T-151	<BOS> All it does is make me feel worse because just feel selfish <EOS>
[2024-03-10 13:23:43,350 INFO] H-151	i am sure it will be fine
[2024-03-10 13:23:43,350 INFO] S-152	<CLS> Hey!. How is life treating you today? <SEP>
[2024-03-10 13:23:43,350 INFO] T-152	<BOS> Very shitty. And you, OP? <EOS>
[2024-03-10 13:23:43,350 INFO] H-152	i 'm sorry to hear that . i hope you are doing better now .
[2024-03-10 13:23:43,350 INFO] S-153	<CLS> Another twelve hour graveyard shift. And I forgot to take my meds.. It's gonna be a long night &lt;/3 <SEP>
[2024-03-10 13:23:43,350 INFO] T-153	<BOS> Sorry to hear that. Hopefully it goes by quick. <EOS>
[2024-03-10 13:23:43,350 INFO] H-153	oh no ! i hate when that happens .
[2024-03-10 13:23:43,350 INFO] S-154	<CLS> There's someone for everybody. The problem is, I'm nobody. <SEP>
[2024-03-10 13:23:43,350 INFO] T-154	<BOS> I don't have any good advice :( , sorry. This absolutely embodies everything I have ever felt, thanks for at least finding the words. <EOS>
[2024-03-10 13:23:43,350 INFO] H-154	i know right . i hate when people do n't care about it .
[2024-03-10 13:23:43,350 INFO] S-155	<CLS> First step... The hardest step.. After enjoying 6years of depression and dark stuff on this sick brain... I've taken this step now. A few weeks in a mental hospital. Hoping to get out. Not sure why i Tell this here. Maybe hoping that others can take this step to. Good luck to all who are in this shitty shituation. #smallsteps <SEP>
[2024-03-10 13:23:43,350 INFO] T-155	<BOS> After hearing every line in the book, I found this single post surprisingly helpful <EOS>
[2024-03-10 13:23:43,350 INFO] H-155	i am sure you will be fine .
[2024-03-10 13:23:43,350 INFO] S-156	<CLS> Hey guys. until the exam is half a year left . but I understand absolutely nothing. I feel like I can not fix it . What to do? Maybe to kill myself? But how? Also I have so many many problems.... ah. Depression.. help? <SEP>
[2024-03-10 13:23:43,350 INFO] T-156	<BOS> What help do you want <EOS>
[2024-03-10 13:23:43,350 INFO] H-156	i hope you get it !
[2024-03-10 13:23:43,350 INFO] S-157	<CLS> Bank account will most likely hit 0...another job interview where I'm not the primary candidate. Still very unsure of my future... I'm plenty sick of living woth my family, and yet there's not much I can do about it. <SEP>
[2024-03-10 13:23:43,350 INFO] T-157	<BOS> Sometimes it's just the environment you're given, and you have to adapt. I'm very impressed actually that you're able to go to another job interview, it shows some hunger and motivation. And that's the blessing <EOS>
[2024-03-10 13:23:43,350 INFO] H-157	i 'm sorry to hear that . i hope you get the job .
[2024-03-10 13:23:43,350 INFO] S-158	<CLS> I never asked to be alive, so why do I have to stay alive?. It wasn't my decision to come into this world. If no one wants me here than why do I have to work this hard to be here? <SEP>
[2024-03-10 13:23:43,350 INFO] T-158	<BOS> Youa re comdemned to a life of freedom. Is an old quote i tihnk its from satre, but im not sure. And later there has been others who disagree. You are forced to become alive and aware that much is for sure. Unlike most animals you are a creature born with the abillity gather information and draw conclusion not jsut based on your senses, and that oftens leads to the question. Why am i alive? Not only that, you are forced into not just a world, but a particular part of the word, which then in turn will teach you values and conformaty, and for some people this works out well. If you can find it in yourself to look at the context you have born into and be satisfied with it, enjoy it and love it, if you can find shelter, food, sleep, joy, love and challenge in you enviroment. But for some of us, we don't fin those things, we suddenly find ourself in a enviroment that conflicts with our nature, the context of our existence is not operationable with the essence of our nature. You first statement i cannot, say is wrong, you didn't decide to exist, but netiher did you chose not to. And existing in of itself is not evil or good. But if the context of your life is making your life or nature feel haunted and painful. Then a there are options available. The first thing, no matter how you want to change your context for the better, rquires that you step back and see the context. Where are you from, what values have been impsoed on you, which makes sense to you which doesn't, how has these values been imposed, who has impsoed them. For these purposes your reasoning is a great tool. It easy to finda figure head or a single person to blame, but you really have to map it out, and see udnerstand ana analyse your einvirotment and the people in it, and then find the conflicts with your nature, the pain and sadness. Then you have to figure out a plan. And this is a tremendous task, not just do you have to think thoguhts you ahve not been taught to think, you have to be critical of a system that raised you and shaped you. You have to go against the nature of what normal is and accept yourself. And then you ahve to find out how you want to change the context of your life. alkohol amkes me miserable, and everyone i know drinks Find people you can exist with with out alcohol My father is violent Create an existence were you are independant from him School is terrible translate My class mates bully me daily Find another school thes are simple i know, and jsut examples. Now i know you asked why do i have to do all this hard work and i threw some of the most difficult work and ideas at you. But the things is all what ive jsut said is the reasonalbe arguemtn for you nature, essence and existence and a way to improve it. when you ask why, reason is not a tool that can answer. its like trying to build a ship using lead, sure maybe it can be done, but its deffinately not the best way. Refelection, abstract thought, contemplation, emotion, empathy. those are the tools to arrive at an answer. If reason was used, human life wouldn't really have value. If you were the head of state and only used reason, you would quickly realize, human lives are not what drives you foward, what makes progress and creates a super power. And lives could turn into numbers. Sure educated people anda strong work force is good reasonable arguments to have a population, but only if they are educated or strong. Using reason to determine worth of life can lead to terrible ideas or no answers. You have to work hard right now, because you are worth it depsise allt he pain you are in you are worth it, and you deserve to be your best you. And if you don't liek working 8 hours a day then sleep 8 hours and then have 8 hours for yourself. Then there are options, but because you born into this context you ahve to work hard to get to those oprions. It is hard to change your enviroment. You have to stay alive becuase, you know a humans life has worth and you are one. When you see another in pain you wish he wouldn't ahve to be, when i see your words and want to help you but am incapable i still try. You have worth because of all the thigns you have not done yet, and all the people who have not enjoyed you future self. Stay strong friend Love I wish i speleld better <EOS>
[2024-03-10 13:23:43,350 INFO] H-158	i 'm sorry to hear that . i hope you find someone to talk to .
[2024-03-10 13:23:43,350 INFO] S-159	<CLS> Not even 2 weeks into 2019 and already everything is going wrong :(. I was alone on new years as expected, don't know why I thought this would be my year. Already I have had a swollen infected gum and now what seems to be a kidney infection. I'm back to my crappy sleeping pattern and it's still the same old bullshit. A crazy family fight and other stupid shit. Why do I have to suffer, why can't I just have one good year? :( <SEP>
[2024-03-10 13:23:43,350 INFO] T-159	<BOS> I feel for you. Even minor setbacks can feel like major hurtles when depressed. found that setting small goals talking to myself positively helps. Maybe just start by trying to eat, shower, and get to sleep on time everyday. If you can do that, then consider the day a success. Having realistic expectations can help you be nicer to yourself. It sucks that going though difficult things and that may not fair, but gotta accept shit. Just work on the little things, my friend! So many things are out of our control. <EOS>
[2024-03-10 13:23:43,350 INFO] H-159	oh wow , that is a long time ago , i 'm sorry to hear that .
[2024-03-10 13:23:43,350 INFO] S-160	<CLS> does it still count as exercise if i go back to sleep after?. like...i wake up early and run for a little bit then go back to sleep for the rest of the day. I do it but i feel like i accomplish anything and that makes me feel worse. but i wonder if maybe it is helping too sometimes. <SEP>
[2024-03-10 13:23:43,350 INFO] T-160	<BOS> If you do it, it counts. <EOS>
[2024-03-10 13:23:43,350 INFO] H-160	i 'm sure it was . i would n't want to go back to the house .
[2024-03-10 13:23:43,350 INFO] S-161	<CLS> I just feel like shit.. I don't really know why. Everything's just so overwhelming all of sudden. I was feeling great this past month, but it's back. Did I do something wrong? I don't know why. <SEP>
[2024-03-10 13:23:43,350 INFO] T-161	<BOS> I feel like shit too everyday. I just wanna fade away. <EOS>
[2024-03-10 13:23:43,350 INFO] H-161	that 's good . i 'm glad you have a good relationship .
[2024-03-10 13:23:43,350 INFO] S-162	<CLS> Lost In thought.... Why do I feel like living is so pointless? <SEP>
[2024-03-10 13:23:43,350 INFO] T-162	<BOS> I think it is objectively pointless, humans seek meaning in things, and life has no definite meaning. For me, it's ironic, on one hand, I want to die ASAP maybe in my sleep, on the other, I want to live as long as possible to witness how far technology can reach, especially for astronomy and VR. I suppose what I'm trying to say is, as many had said before, we have to find our own meanings. We have to find 'joy' somehow, within this pointless struggle until the day we die. It's tough, I know, for I suffer the same. <EOS>
[2024-03-10 13:23:43,350 INFO] H-162	that is a good thing . what makes you so tired ?
[2024-03-10 13:23:43,350 INFO] S-163	<CLS> Please help me. My ex fiance told me he's dating someone and doesn't want to get back together tonight after leading me on for two months. It's taking all I have not to kill myself. Please help me. <SEP>
[2024-03-10 13:23:43,350 INFO] T-163	<BOS> Im sorry that guys are douchebags. But honestly there are better people out there. I promise you out there there is someone who wants to love you. There are always people who want to be your friend, like me! I hope that you wanna talk more. -Reaper <EOS>
[2024-03-10 13:23:43,350 INFO] H-163	that 's too bad . i 'm sorry to hear that .
[2024-03-10 13:23:43,350 INFO] S-164	<CLS> Medication that works?. I have been dealing with depression for a long time and I have tried a few medications with no results. Was just wondering what medications have worked for people so I could look into them and their cost / side affects. Thanks in advance. <SEP>
[2024-03-10 13:23:43,351 INFO] T-164	<BOS> Medications work differently for everyone. Usually your doctor or psychiatrist will prescribe you with different ones depending on what you have tried that hasn't worked. I have personally been trialling all different medications for approximately 4 years now with no luck, I have been through almost all of the available medications. <EOS>
[2024-03-10 13:23:43,351 INFO] H-164	i hope you get it !
[2024-03-10 13:23:43,351 INFO] S-165	<CLS> I just want to end it without affecting my parents. Just nothing is going well. The ruminations of past situations have been getting worse and no one is very understanding why it's so painful, to the point where two people just got fed up with me and made me feel worse. I just want to kill myself so badly. <SEP>
[2024-03-10 13:23:43,351 INFO] T-165	<BOS> Man, I fucked up really hard and my parents payed for it. I just fucked up again and they are paying for it again. It is the same mistake as before. I just keep relapsing and each relaps costs a lot of money and affects our relationship. I see no hope for myself, I will keep relapsing forever. I feel like killing myself would be the greater good. <EOS>
[2024-03-10 13:23:43,351 INFO] H-165	i can imagine . i would n't want to get out of it .
[2024-03-10 13:23:43,351 INFO] S-166	<CLS> 32m never had a girlfriend. It sucks that I've tried hard to find someone, even with online dating, but I feel like I'm going to be single forever. Not sure if I should just give up or keep trying <SEP>
[2024-03-10 13:23:43,351 INFO] T-166	<BOS> 33M here and gay. Never been in a relationship. Probably one of the most painful things to deal with. I feel like I might as well give up too at this point. <EOS>
[2024-03-10 13:23:43,351 INFO] H-166	i 'm sorry to hear that . i hope everything works out for you .
[2024-03-10 13:23:43,351 INFO] S-167	<CLS> Cutting. I'm not sure why I broke my streak of 8 months of no cutting but I don't feel any different, nor pain. I don't know whats wrong me. Help? <SEP>
[2024-03-10 13:23:43,351 INFO] T-167	<BOS> The reason I use to cut is I couldn't point to a part on my body and say it hurts here. It made me feel better at the time but it wasn't a real solution. You are in pain Broski. If that was me I would think that I had maybe an extra bad day/night and tried to fall back on old habits. <EOS>
[2024-03-10 13:23:43,351 INFO] H-167	that is terrible . i hope you can get through it .
[2024-03-10 13:23:43,351 INFO] S-168	<CLS> Does anyone actually ever go to their high school reunions?. I couldn't imagine anything worse, not even hell itself. <SEP>
[2024-03-10 13:23:43,351 INFO] T-168	<BOS> haha when I come back home I never even go out into my home town. I can't tell you how severe that problem is - if I met an old friend I'd black out...had a dream it happened...it's awful. That's the social side - could you imagine the questions?? What are you up to; what do you do etc. FUUUUUUUUUUUUUUUUUCK that <EOS>
[2024-03-10 13:23:43,351 INFO] H-168	that is really good . i am glad you have a good time .
[2024-03-10 13:23:43,351 INFO] S-169	<CLS> Vodka and malt liquor are not working anymore.. I need lots of vodka tomorrow. <SEP>
[2024-03-10 13:23:43,351 INFO] T-169	<BOS> You've built up a tolerance. <EOS>
[2024-03-10 13:23:43,351 INFO] H-169	i 'm sorry to hear that .
[2024-03-10 13:23:43,351 INFO] S-170	<CLS> My cat got shot by plumb and is dead now. I would have loved to never born and now I have to face so many things like that and I am so scared about dying and this world is so unfair <SEP>
[2024-03-10 13:23:43,351 INFO] T-170	<BOS> I'm sorry, that is so sad!!!! It is a cruel world. But you make it better with your kind, sensitive heart. <EOS>
[2024-03-10 13:23:43,351 INFO] H-170	i am sorry to hear that . i hope you can get through it .
[2024-03-10 13:23:43,351 INFO] S-171	<CLS> I wake up and just want the day to be over already.. Like I have nothing to look forward to. <SEP>
[2024-03-10 13:23:43,351 INFO] T-171	<BOS> I know the feeling. I'm just so tired. I don't want to play this game anymore <EOS>
[2024-03-10 13:23:43,351 INFO] H-171	that 's awesome ! i am happy for you .
[2024-03-10 13:23:43,351 INFO] S-172	<CLS> i dont know what im living for anymore. there's nothing i'm truly looking forward to that is actually achievable. there's nothing but dread and anxiety for the future, both far- and near-. god damnit. i dont know why im alive. <SEP>
[2024-03-10 13:23:43,351 INFO] T-172	<BOS> You could look forward to getting better. Slowly, and maybe never fully cured, but better. It's a good thing to aim for, unattainable as it seems. <EOS>
[2024-03-10 13:23:43,351 INFO] H-172	i am sure you will be fine .
[2024-03-10 13:23:43,351 INFO] S-173	<CLS> I had more motivation as a sperm. I won a big marathon against billions lol. <SEP>
[2024-03-10 13:23:43,351 INFO] T-173	<BOS> That was my first and last W <EOS>
[2024-03-10 13:23:43,351 INFO] H-173	that 's awesome ! what kind of car did you get ?
[2024-03-10 13:23:43,351 INFO] S-174	<CLS> I made it through my first 40 hour work week without calling in, leaving early or coming in late in almost a year.. I know how but I did. <SEP>
[2024-03-10 13:23:43,351 INFO] T-174	<BOS> If I tried this I'd be getting up at 3:30am instead of 5:30am.... <EOS>
[2024-03-10 13:23:43,351 INFO] H-174	that is terrible . i hope you can get it back .
[2024-03-10 13:23:43,351 INFO] S-175	<CLS> I wish i was dead.. Its nearly 12 midnight. Does anyone cares? <SEP>
[2024-03-10 13:23:43,351 INFO] T-175	<BOS> You are not alone. Just remember that. <EOS>
[2024-03-10 13:23:43,351 INFO] H-175	that 's good . why did you move ?
[2024-03-10 13:23:43,351 INFO] S-176	<CLS> “Remove negative people from your life.”. I always see this little tidbit in articles about how to overcome depression. Bitch, the most negative person in my life. not the problem, I am. I want to be friends with/date a cold stone like me either. So should I just remove myself from my life then?? <SEP>
[2024-03-10 13:23:43,351 INFO] T-176	<BOS> That statement is bullshit. I'm the toxic, negative person in my life. <EOS>
[2024-03-10 13:23:43,351 INFO] H-176	i am sorry to hear that . i hope you have a great time together .
[2024-03-10 13:23:43,351 INFO] S-177	<CLS> Eating food but it tastes bland. I can't even feel happy with pizza. <SEP>
[2024-03-10 13:23:43,351 INFO] T-177	<BOS> Get some yummy ice cream!! <EOS>
[2024-03-10 13:23:43,351 INFO] H-177	that 's awesome ! i bet you are proud .
[2024-03-10 13:23:43,351 INFO] S-178	<CLS> I don't really see a point in living if my life is like this. My depression is probably at the lowest point it's ever been and no matter how hard I try I can't seem to get any help. One small, completely irrelevant moment in my day can change me completely, and I really don't like who I am when that happens. Sometimes I have days when I'm so happy I literally shake, and every morning when I wake up feeling my usual shitty self I can't help but wish I was having another one, which just makes everything so much worse I just want to be normal again, instead of feeling like every day is another complete waste of time. <SEP>
[2024-03-10 13:23:43,352 INFO] T-178	<BOS> I agree. Last week I had a day where I was so happy and everything was fine. Then one thing didn't go the way I wanted it to and I was crying at work within the next hour... hate feeling like that too. <EOS>
[2024-03-10 13:23:43,352 INFO] H-178	i 'm sorry to hear that . i hope you can find a solution to help you .
[2024-03-10 13:23:43,352 INFO] S-179	<CLS> I can't be the only one to fantasize, right?. I have been spending a fair amount of time fantasizing about stuff lately. It's about tons of stuff really and I like falling to sleep while doing so. Does anyone else do this? <SEP>
[2024-03-10 13:23:43,352 INFO] T-179	<BOS> Like crazy, video game all the time, im scared to not, getting really bored of it tbh, but cant do nothing, brain will kill me <EOS>
[2024-03-10 13:23:43,352 INFO] H-179	i 'm sorry to hear that . i hope you can find someone soon .
[2024-03-10 13:23:43,352 INFO] S-180	<CLS> Nobody really cares that you have depression. It’s not even considered an illness in most people’s minds. You get more support for having a cold than depression, even thought 1,000,000 people die from it each year,. Title says it all really. Most people care that you have depression. In most minds, something you snap out or just up, not that They understand the existential loneliness and emptiness that comes with it, in each waking moment. I just feel so disconnected from everything. <SEP>
[2024-03-10 13:23:43,352 INFO] T-180	<BOS> It's usually innocent ignorance. Most people don't understand doesn't mean anything for what's true, except it's really difficult to have an illness that goes unrecognized. &amp;#x200B; <EOS>
[2024-03-10 13:23:43,352 INFO] H-180	i 'm sorry to hear that . i hope you can find someone to talk to .
[2024-03-10 13:23:43,352 INFO] S-181	<CLS> wow, being yelled at that you're too negative sure makes me feel better!. it definitely doesn't make me feel worse or anything. yelling at a depressed person is definitely the correct choice, instead of being supportive. <SEP>
[2024-03-10 13:23:43,352 INFO] T-181	<BOS> Oh, my family does that all the time. Like, what do you expect. Also, when they say they're feeling worse than I am for having to watch me depressed. Like, hello, I'm depressed here, not you. And when they try to blane it all on my anxiety and my negativity, like I'm to blame people generally don't like me. <EOS>
[2024-03-10 13:23:43,352 INFO] H-181	i hope you can forgive yourself .
[2024-03-10 13:23:43,352 INFO] S-182	<CLS> “Fetishizing sadness”?. I just finished binging BoJack Horseman, and something that gets brought up semi-regularly is your own What is this and how do I avoid it? <SEP>
[2024-03-10 13:23:43,352 INFO] T-182	<BOS> It means that you have transformed your misery in a fundamental aspect of your identity and anything and everything that happens in your life is gonna be somehow linked to that. It is gonna become impossible to differ between what is truly a hardship from what you are deciding to see as such, because pain has settled within yourself to the point that things would not make any sense if it was not present, so you will inflict it upon yourself to return to the only state of familiarity that you know: being miserable. The term fetishizing is used in a harsh, accusatory, pejorative way, blaming the characters for perpetually watching their lives through the blackest prism, but the truth is they just do not know any better than to do so. Furthermore, fetishes are often believed to be shameful and obscene in nature, because such random, nonsexual items PRODUCE intense satisfaction, whereas people that are accused of fetishizing sadness are just sheltering themselves (if i fuck myself up, no one else will). <EOS>
[2024-03-10 13:23:43,352 INFO] H-182	i bet you were frustrated about it .
[2024-03-10 13:23:43,352 INFO] S-183	<CLS> Has anyone here had success with Mirtazapine (Remeron)?. I've tried Zoloft, Prozac, Citalopram and Venlafaxine (Effexor). <SEP>
[2024-03-10 13:23:43,352 INFO] T-183	<BOS> Haha. Same exact medications. No. It did nothing. Didn't even notice it. <EOS>
[2024-03-10 13:23:43,352 INFO] H-183	that 's great ! i am happy for you .
[2024-03-10 13:23:43,352 INFO] S-184	<CLS> I just want it all to be over already. it would be a whole lot easier than this shit <SEP>
[2024-03-10 13:23:43,352 INFO] T-184	<BOS> Whats the fun in easy? We all die in the end... there is no reason to rush it :) nothing matters beyond what we want to matter, but if you conclude that life is meaningless and boring and hard then whats the point in that perspective? If it is meaningless then what else is there to be meaningful? what do you base those views off of if nothing else has a point for existence? Of course that assumes you actually think it's pointless or meaningless... or hard, which you do there for, how do you know something you've never experience is easier? Ah my rambling gets me nowhere because no one else cares to see it that way... eh oh well. Anyways, what is troubling you? <EOS>
[2024-03-10 13:23:43,352 INFO] H-184	i hope you are able to find a new one soon .
[2024-03-10 13:23:43,352 INFO] S-185	<CLS> Just go into my dream school.... But my depressed ass doesn't even care that much. I really want to be thrilled but people keep saying congratulations and I feel nothing. Edit: can't even spell the title right. Got, not go <SEP>
[2024-03-10 13:23:43,352 INFO] T-185	<BOS> What are you getting into? <EOS>
[2024-03-10 13:23:43,352 INFO] H-185	that 's awesome . i hope you get it !
[2024-03-10 13:23:43,352 INFO] S-186	<CLS> My spirit is broken.. And I can't stop thinking of suicide. <SEP>
[2024-03-10 13:23:43,352 INFO] T-186	<BOS> Hey, what's up? Why do you feel like this? <EOS>
[2024-03-10 13:23:43,352 INFO] H-186	oh no ! what happened ?
[2024-03-10 13:23:43,352 INFO] S-187	<CLS> I feel like my only friends are the Youtubers I watch every day. And they're clearly not actually my friends... they just make me feel like friends are around, I like seeing familiar faces and hearing familiar voices joking around because that's the only time I get to experience that. How pathetic. <SEP>
[2024-03-10 13:23:43,352 INFO] T-187	<BOS> Yeah I'm all about this - fairly sure it's just a digital opioid but when I'm lonely they're always around for me. To be fair though I'm different than most ITT that I watch lots of documentaries, food shows, and makers. If you like food/fermentation and hilarious personalities I'd recommend It's Alive with Brad (from Bon Appetit) or Action Bronson stuff from Vice; and if you want a room full of weirdo friends, doesn't get better than the Chris Gethard show <EOS>
[2024-03-10 13:23:43,352 INFO] H-187	that 's a good idea . i hope you can find a new hobby !
[2024-03-10 13:23:43,352 INFO] S-188	<CLS> I will never be anybody's favorite.. I will always be the backup, the good friend. Someone else will always be picked over me. I have never been somebody's very best friend, and I never will be. And that hurts, so very much. <SEP>
[2024-03-10 13:23:43,352 INFO] T-188	<BOS> I of course don't know your situation as well as you, but i think it could be worth a shot to organize something with a group of friends. That way, you are involved because you are organizing. Idk what's going on with you, but i think it could work out <EOS>
[2024-03-10 13:23:43,352 INFO] H-188	i am sure it will be fine
[2024-03-10 13:23:43,352 INFO] S-189	<CLS> does anyone else find sunday the hardest day of the week?. I find myself at my lowest on sunday. probably because I have things to do, and places I'm expected to be. but sunday is just unbearable. anyone else? <SEP>
[2024-03-10 13:23:43,352 INFO] T-189	<BOS> I can relate, I hate having no structure at all. I just know what to do with myself all day, and I feel very lonely. <EOS>
[2024-03-10 13:23:43,352 INFO] H-189	that is a good thing to be in .
[2024-03-10 13:23:43,352 INFO] S-190	<CLS> Has anyone here quit their job after a short period of time?. I'm thinking about doing that. I'm not happy at work. <SEP>
[2024-03-10 13:23:43,352 INFO] T-190	<BOS> I quit my job recently but I've been here for a year and a half. I'm so glad I'm leaving though. This place makes me suicidal. <EOS>
[2024-03-10 13:23:43,352 INFO] H-190	that 's good to hear . how did it go ?
[2024-03-10 13:23:43,352 INFO] S-191	<CLS> Depressed and IDK why. Does anyone else ever get Depressed and have no Idea why. I've felt this way for about a week now and have no idea why and no idea what to do <SEP>
[2024-03-10 13:23:43,352 INFO] T-191	<BOS> My best suggestion is to talk it out with someone you trust, explain the feeling you have and express what you feel like doing. If you continue to feel this way, seek help from a professional. Hope you feel better <EOS>
[2024-03-10 13:23:43,353 INFO] H-191	that is a tough thing to do .
[2024-03-10 13:23:45,385 INFO] S-192	<CLS> What does it feel like to love yourself?. It's a geniune question. I am curious because I've only hated myself. <SEP>
[2024-03-10 13:23:45,385 INFO] T-192	<BOS> I don't know if I know exactly. I've had feelings of contentment and I guess warm feelings, but I think it's more than that. I think the best way is to sometimes look at yourself like you are a close friend and treat yourself accordingly. Because actions make a huge impact and if you do things like removing yourself from unnecessary stressful situations and not committing self-sabotage (me sometimes lol), the road gets a little brighter. May you walk on warm sands, traveler. <EOS>
[2024-03-10 13:23:45,385 INFO] H-192	that is so awesome . i would n't have to go to the gym
[2024-03-10 13:23:45,385 INFO] S-193	<CLS> Feeling pointless. My life is feeling pointless and meaningless. My kids are almost grown and they're never here as it is. I have no career or anything to show for my life and just feeling worthless. <SEP>
[2024-03-10 13:23:45,385 INFO] T-193	<BOS> Aren't you proud about your kids <EOS>
[2024-03-10 13:23:45,385 INFO] H-193	i can understand that .
[2024-03-10 13:23:45,385 INFO] S-194	<CLS> im depressed. can someone lift me up for a bit? <SEP>
[2024-03-10 13:23:45,385 INFO] T-194	<BOS> Why was the blonde excited about taking 6 months to finish her puzzle? The box said 2-4 years lol <EOS>
[2024-03-10 13:23:45,385 INFO] H-194	oh no ! did you find out who did it ?
[2024-03-10 13:23:45,385 INFO] S-195	<CLS> Can I even consider family as family anymore?. I tried hanging myself a 2 weeks back, and my parents just stood there and watched. I failed, because the hook I attached the rope onto in the ceiling detached and I fell. My parents laughed and went to sleep a few minutes later, while I stayed awake the entire night. Can I even consider them family anymore? <SEP>
[2024-03-10 13:23:45,385 INFO] T-195	<BOS> Is there anywhere else you can go? A shelter or a friend's house or move in with a sibling or something? :( <EOS>
[2024-03-10 13:23:45,385 INFO] H-195	that 's good to hear ! i hope you can get through it !
[2024-03-10 13:23:45,385 INFO] S-196	<CLS> My brain is leaking.. Has anyone dreamt all night about some small task that needs to be done no matter how trivial it might be. I'm exhausted over a 5 minute project that won't matter if I do it or not. <SEP>
[2024-03-10 13:23:45,385 INFO] T-196	<BOS> Same! I have lots of homework that need to be done, but I do it, driving me insane. I even do simple always so exhausted. Especially at school! <EOS>
[2024-03-10 13:23:45,385 INFO] H-196	that is really good , i 'm sure you will get it back .
[2024-03-10 13:23:45,385 INFO] S-197	<CLS> Die... tired, things are getting way too hard these days. I dont want to commit suicide, for now. I hope just die in my sleep. <SEP>
[2024-03-10 13:23:45,385 INFO] T-197	<BOS> I always wanted to die in my dreams because I'd like to believe I'd get to stay in them. Probably wouldn't happen that way. <EOS>
[2024-03-10 13:23:45,385 INFO] H-197	i 'm sorry to hear that . i hope you get to the job .
[2024-03-10 13:23:45,385 INFO] S-198	<CLS> How do you know if you have depression?. At what point can someone know? How can I diagnose myself? <SEP>
[2024-03-10 13:23:45,385 INFO] T-198	<BOS> Not to sound harsh here, but do you have medical training? You shouldn't be diagnosing yourself. There are plenty of professionals who can do that for you and provide any help you may need. <EOS>
[2024-03-10 13:23:45,385 INFO] H-198	i would be too
