sp_id,rp_id,seeker_post,response_post,level,rationales
zbr48ufh,ytzvddbx,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","You absolutely do not have too many issues for counselling. The fact that you are wanting to seek help is commendable and you should feel proud of yourself for reaching out for support. I know from my experience working with clients that some may say they have only one issue but when we explore it turns out they have many things that they want to discuss that are of equal importance. I believe that you deserve to feel happy, at ease and also get restful sleep amongst other things. Please do not feel hesitant because the fact that you know what you want to discuss and work on is amazing. You know the directions you want to go and the therapist just needs to help you get there. I suggest sitting down and making a list of what you want to discuss as well as what you feel is more important to address first. Perhaps the therapist can help you with that as well.",1,I suggest sitting down and making a list of what you want to discuss as well as what you feel is more important to address first|
koer9m2n,xpuzc79d,"I've been bullied for years and the teachers have done nothing about it. I haven't been diagnosed with depression, but i have been extremely sad for years.
   How can I deal with being bullied at school when the teachers won't help?","Teachers don't do anything about it due to liability of the school (school and faculty would get sued and have claims made against them); wouldn't expect much out of them;Couple things:1) Realize that bullies accuse others of the very crimes they are doing themselves;2) Bullies aren't actually all that weak as others have said, but do not stand up against constant pressure of truth-telling;3) Research yourself, or pay someone, to locate the bully's mother and father, and let them know what you have experienced (by way of text, phone, letter, etc.);4) Access your own mother and father and tell them what you have experienced, and see if they will help;Long term, society must return to a more masculine way of being such that these sorts of troubles are dealt with at the home :)Learn to be man/woman, and watch the magic happen.",1,"Research yourself, or pay someone, to locate the bully's mother and father| Access your own mother and father and tell them what you have experienced, and see if they will help|"
g63kbmgm,nnkrc9j1,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Long distance relationships have the addition strain of being far away.  It sounds like you and your girlfriend overcame the initial challenges considering that you’ve been together for over a year and she was honest in telling you about her crush.  These are some clear strengths in your relationship.  Now moving forward, continuing to have honest conversations about your relationship will help ensure you two are on the same page.  Explore with her how this crush came about and what her feelings are about this relationship.  Be prepared for the answers and express your feelings as well.  You’ve invested over a year in this relationship, it may be worth figuring out how to mend it.  Ignoring this issue will potentially lead to other issues.",1,continuing to have honest conversations about your relationship will help ensure you two are on the same page.  Explore with her how this crush came about and what her feelings are about this relationship.|
xm7twzt0,it5m6pef,"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person.","Like we often hear, communication is the key to a good relationship.  Intimacy in the marriage is something we take for granted, and we rarely communicate about it. I noticed how you mentioned that she had “once agreed to try” things; did you ever asked if she enjoyed those things or would want to repeat them.  Have you asked if she would like to try new things as well?What if, you work on improving your communication with your wife? One thing to consider is the status of your relationship.  Are you in good terms with each other? Are you or your wife going under a stressful situation?   Many times when we have problems we reflect it in multiple areas, including our intimacy or lack of it.  Listen to her; ask how you can support her.  Find ways to reconnect as a couple, relax, have fun, and do things that you used to enjoy, or discover new interests together.Then you can focus on having conversations about your intimacy.  You could star by letting her know that you are concerned about your romantic life, and ask if you do anything that she likes or dislikes.  Remember this is a two-way street, you should be ready to listen and ready to share.  Take in consideration what she mentions, and work on resolving those issues.  It is important that you praise each other as you progress and do this in a loving and supportive way, avoiding hurtful comments. If you continue to struggle, or seems difficult to engage in communicating with your wife, consider couples therapy or individual therapy to work on communication skills.Mi esposa no hace las cosas que solía hacerHay cosas intimas que ella hacia al principio de nuestra relación, y cosas que alguna vez ella estuvo de acuerdo en probar y que ahora no hace.  Yo  me paso pensando en eso todo el día.  Me siento rechazado y pienso que me case con la persona equivocada.Como tanto escuchamos, comunicación es la clave para una buena relación.   La intimidad en el matrimonio es algo de damos por hecho y rara vez nos comunicamos al respecto.  Noté como mencionas que alguna vez tu esposa “estuvo de acuerdo en probar” algo.  ¿Alguna vez le preguntaste si le gusto lo que probo, o si quería repetirlo?  ¿Le has preguntado si ella quisiera intentar algo nuevo o diferente?¿Y qué tal si trabajas en mejorar la comunicación con tu esposa?Un aspecto a considerar es si hay alguna tención en el matrimonio.  Si están pasando por una situación tensa en su matrimonio o algún otro aspecto de su vida, lo pueden estar reflejando en su intimidad, o la falta de la misma.  Escúchala, pregunta cómo puedes darle apoyo.  Encuentra maneras de reconectar en pareja, relajarse, divertirse, y hacer cosas que antes disfrutaban, o descubrir nuevos intereses juntos. Si demuestran que son importantes uno para el otro y apoyan sus necesidades, se unirán más y disfrutaran de su tiempo intimo.Luego trabaja en tener conversaciones sobre la intimidad.  Puedes empezar por dejarle saber que te preocupa la vida romántica preguntarle si hay algo que a ella le agrada o desagrada al respecto. Recuerda que esto será beneficioso para los dos, tú debes estar preparado para escucharla, y compartir tus preocupaciones.  Toma en consideración lo que ella mencione, y trabaja en resolver o eliminar esas conductas.  Es importante que se alaguen y animen en el proceso, que este sea un proceso de apoyo y crecimiento y que continúen teniendo esta conversación frecuentemente.Si continuas teniendo dificultad o no sabes cómo comunicarte con tu pareja, considera terapia de pareja como una alternativa, o incluso consejería individual para trabajar en tus destrezas de comunicación.",2,"did you ever asked if she enjoyed those things or would want to repeat them.  Have you asked if she would like to try new things as well?What if, you work on improving your communication with your wife?|Are you in good terms with each other? Are you or your wife going under a stressful situation?|Listen to her; ask how you can support her.  Find ways to reconnect as a couple, relax, have fun,|Take in consideration what she mentions, and work on resolving those issues.|consider couples therapy or individual therapy to work on communication skills|"
0iv1qeyj,fnqjyeqb,I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anxiety?,"you can learn lots of skills/techniques to feel more confident in what you need to do that will decrease your anxious response for sure! :) And  you can also learn how to work with your personality that may not like the attention. You may find that ""talking"" to others through the internet is more comfortable and you are great at it, or that you love one on one talking but aren't really made for group talking. There is a place in this world for you either way! Public speaking skills can be practiced in speech class, or toastmaster group, they will give you practice in a safe environment where the cool kids or cutest boy aren't ready to laugh at you.  What topics are you interested in and what groups can you do a little speaking up? Maybe in your small group at church try and raise you hand to share your opinion, or maybe your Girl Scout troop? Look around for a peer and one adult who you like to hear speak out, ask them to share with you 2 things that help them feel comfortable speaking in public. Check out some Ted Talks and see how they share in groups. Social anxiety is a difficult concern and picking apart what is your awesome personality and what needs skill building and mindfulness/anxiety  help are important steps. Good luck!",2,"What topics are you interested in and what groups can you do a little speaking up? Maybe in your small group at church try and raise you hand to share your opinion, or maybe your Girl Scout troop? Look around for a peer and one adult who you like to hear speak out, ask them to share with you 2 things that help them feel comfortable speaking in public. Check out some Ted Talks and see how they share in groups.|"
lfofjngj,5by7hgg2,How does a person start the counseling process?,"The easiest way to start the counseling process is to do a little research online. A quick search for the type of counseling you are looking for can be helpful. There are lots of Counselors out there to choose from, so many times you will have to take it a few steps further than that. Check out their website, social media, and any reviews (but remember, people are not always very nice). If you plan on using insurance to pay for at least part of the services, look for one that is in your network. You can find out if someone is in your network by looking for providers on your insurance's website. If your coverage isn't that great and you know you're going to be paying for it all anyway (because you're an all-star and verified your coverage already with the insurance company), then you can really pick any Counselor you want, but working with one that is at least out of network will give you the benefit of having it applied to your deductible. If you have any questions about that process or just want some help in getting your benefits from the insurance company once you've started counseling, Better is a good option. Once you've found a Counselor you think is a good fit for you, normally the best step to take here is to call and schedule your very first appointment. With many Counselors you can now send an email, but a phone call can normally tell you quite a bit about someone and their clinic. Once you're all scheduled, they will either get you to do some paperwork before you come in, or many times they just let you fill it out once you get there. From there, all you have to do is show up!",1,"do a little research online|Check out their website, social media, and any reviews |the best step to take here is to call and schedule your very first appointment|From there, all you have to do is show up!|"
4xect8qy,47xuias3,My boyfriend is seeking therapy. He is in his 40s and has some childhood issues. He has kids from his previous ex-wife and is unable to see them.,"Probably the more important questions to answer concern how much confidence you have in you and your boyfriend becoming parents, how you each feel about the influence of his being banned from seeing his current children, and be clear about the circumstances that led up to the decision of him not being permitted to see his kids.Don't allow some random professional to pronounce your boyfriend as cured.  A relatively qualified therapist would never make this call.Psychological and emotional tensions emerge from our relationships within families.  You and your boyfriend are in a position to set a strong foundation for having children, assuming each of you wants children.Childhood issues, your boyfriend's, anyone's, are more likely to go away when new patterns of interacting emerge.If the two of you are engaged in setting a secure relationship as future parents, the disappointments and hurt from the very early years, will be replaced by better ways of interacting.",1,Don't allow some random professional to pronounce your boyfriend as cured|
wicgq8ph,kcwwx9i2,"I had to put a restraining order against my ex-fiancé. He was served last night. He was mentally and verbally abusive towards me. I thought it was my nerves, but every time I stand up, I get sick. If I sit and rock, I'm fine.","Hello, and thank you for your question. You may be right, your physical symptoms of getting sick to your stomach may very well be your nerves or anxiety. That is totally normal and understandable given your circumstances. Another thing that is not unusual is that you feel better when you sit and rock. That is actually a fairly common way that many people comfort themselves in times of high stress. If you are concerned that there is an actual physical illness causing these symptoms, you may want to visit your primary care provider. They may tell you that they don't see anything physically wrong with you, and at that point you may want to visit a counselor about the symptoms and your relationship experience. A visit with a counselor may be a good idea either way. I work as a counselor in primary care, and I promise you that many people have very real physical symptoms when they have gone through abuse. Unexplainable stomach and headaches are very common. Sometimes, with counseling, those physical symptoms actually stop. Be well, and I hope you feel better soon.Robin J. Landwehr, DBH, LPCC, NCC",1,you may want to visit your primary care provider|you may want to visit a counselor about the symptoms and your relationship experience. A visit with a counselor may be a good idea either way|
kpozumsn,6tmws73i,i was addicted to porn since the second grade. I'm in my early 40s and overcame my addiction during my separation from my wife of 15 years.,The person who can answer this question is the person you want to rebuild that trust with.  They are the only one who can tell you what it will take for them to trust you again.  What they tell you may seem hard or impossible but unfortunately that is what THEY need.  It is up to you if you feel and know you can provide what they request.,1,It is up to you if you feel and know you can provide what they request|
oo2tr0gm,ittt35aq,"I'm a teenager and I I go through periods of moodiness. I have extreme feelings (but I bury them), and then I feel nothing - just empty and emotionless.
   I have trust issues, low self esteem,ban extreme fear of abandonment, and I constantly reevaluate my relationships. I also don't know who I am as a person. I'm not happy overall, but I'm not suicidal. Can I just feel happy?","Sometimes the way to feel happy is to address all the questions you just described.Teenage years are the first time any of us starts to feel and recognize our uniqueness.  The fact that you recognize your great range of feelings, as uncomfortable as they may sometimes be, is healthy.Also healthy is that you are asking for opinions of therapists who would be familiar with when a range of feelings shows an out of the ordinary problem.One path to take is to reflect on the topics you wrote here and especially to ask yourself your reasons for how the problem started and what it would take for it to resolve.Do you have trust issues because someone broke your trust? You're entitled to a repair of your trust by the other person.   Even if the person never offers this to you, to know you deserve to be restored to whole, may help you feel more secure.The same is true with the other topics, abandonment and relationships generally.The more you continue to value your unique understanding, expectations, and standards, the more likely you'll create relationships which do not have these qualities, and you will restore your sense of hope that other people may treat you in a fair and kind way.",1,Do you have trust issues because someone broke your trust?|
3eotto83,dnvkk2m9,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
   How can I feel more comfortable around other people?",I would look at  getting engaged with a support network of individuals who may also have autistic children.  They will understand some of the things that you are experiencing at home and you may also find someone who feels that same way as you. If you have not sought professional counseling for the abusive relationship I would seek out a therapist who can help you process through it so you do not repeat similar choices in your next relationship.,1,I would look at  getting engaged with a support network of individuals who may also have autistic children|I would seek out a therapist who can help you process through|
65qt96d6,3ipe7mkf,I'm obsessing about a terrible breakup. Everything is a constant reminder. How do I move on?,The termination of a relationship can be a challenge to heal from. Having obsessions after a breakup are very normal and many of my clients experience them. It can help to create a distraction box and when the obsessions present themselves use your distraction activities. In the beginning try to distract from the obsessions for 5 minutes and work to increase that time over time. Celebrate your successes when you are able to distract yourself.,1,It can help to create a distraction box |Celebrate your successes when you are able to distract yourself|
dehvo69w,9upx6qkl,"I'm feeling rejected and frustrated. This is not new. The first month we were together, sex was about every day. Then it slowed down to once a month right away. I love my husband, but I am struggling with this.","This could have many different origins. Have you tried asking him about it? Sometimes starting with asking whether he would be open to having an important discussion can be a good beginning. If that starts well, perhaps continuing with something like ""I've noticed that we haven't been together intimately (or whatever phrasing works for you) as much lately. Can you tell me more about what it's like for you?""When asking questions like this, it usually helpful to not overuse (and perhaps try to avoid using) the word ""why."" That word tends to trigger really strong emotional reactions in people. Try starting with ""what makes"" Instead. For example, ""what made you choose not to do that?""",2,"Have you tried asking him about it?|Can you tell me more about what it's like for you?""When asking questions like this, it usually helpful to not overuse (and perhaps try to avoid using) the word ""why."" That word tends to trigger really strong emotional reactions in people. Try starting with ""what makes"" Instead. For example, ""what made you choose not to do that?""|"
wh69um0a,bhjy1ivz,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,For some people it's absolutely normal to feel nervous about coming to therapy.   It's sometimes hard to share our emotions and feelings with someone --- no matter how warm and caring the therapist is.     Are you comfortable with your therapist?  Is it a good relational fit?      Maybe this is a good thing to discuss with your specific therapist at the beginning of your next session --- maybe they can help you find some strategies or tools to make it easier?  ,2,Are you comfortable with your therapist?  Is it a good relational fit?      Maybe this is a good thing to discuss with your specific therapist at the beginning of your next session --- maybe they can help you find some strategies or tools to make it easier?|
7jmwygi8,mxqciso5,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?","I’m sorry to know this happened to you! This is a normal response to traumatic events. When we are pushed to the extreme and we are unable to escape, we “freeze” which numbs us from pain but disconnects us from our bodies. We oftentimes continue to feel that disconnection until we work through these traumas. I would suggest working through your traumas with a therapist with methods like EMDR, somatic experiencing, yoga therapy, etc to get your emotions and fullness of life back!",1,"I would suggest working through your traumas with a therapist with methods like EMDR, somatic experiencing, yoga therapy, etc to get your emotions and fullness of life back!|"
2uo4eq4r,ewya7f4w,"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","Is really difficult to tell whether he honestly forgot about someone or whether he was really lying again.I don't know whether he would be open to having a discussion with you about your concerns about this and whether you would be actually willing to listen to your thoughts about it.This might be something to discuss with a local therapist so that you can look at the patterns of lying in the past as well as whether you have a way to discuss this with your husband in the way that you would feel comfortable feeling vulnerable with your own feelings and also listening to what his responses are.This is difficult because I imagine you have a react very quickly and strongly to things like this because of what has happened in the past between you. All of this make sense. Having said that, there is also a question of whether he is telling the truth in this particular case and your reaction is based on past events.There's no easy way to know.If you do decide to have a discussion with your husband about it,  consider these things:Ask if this is a good time to have a conversation about something that is important to youMaybe you will be able to listen and ask questions about what came up for him (emotionally) when he realized that he didn't tell you about this other personMaybe he would be willing to listen to what you are thinking about if you are both able to do so without blaming, pointing fingers, or asking the other person to change. This would just be an exchange of information. Ideally this part of the competition would not be about you saying he did something wrong, but just expressing how you felt when you heard about itIt may be helpful to discuss these things with a therapist first so you have some coping skills for being able to listen to him without being overly defensive and also expressing your feelings without blaming, both of which would be very natural in this situation.",1,This might be something to discuss with a local therapist |Ask if this is a good time to have a conversation about something that is important to you|It may be helpful to discuss these things with a therapist first|
zueagdhp,qsd3c2wu,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","There is no such things as ""too  many issues"". Many of the issues cited here are connected. For example, in this case working on the sexual abuse will possibly address the depression, the anxiety, the self esteem. There may be some grief to process around the impact of the cancer. Our body, mind and spirit are parts of one system. They are interconnected.Addressing these issue are important so you can be relieved of the burden and feel more spontaneous and enjoy life even more.",1,"working on the sexual abuse will possibly address the depression, the anxiety, the self esteem. There may be some grief to process around the impact of the cancer|"
6qp708zy,qbkf21se,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","A failed suicide attempt is commonly thought of as a “cry for help,” however it can also be a serious attempt to find a permanent solution to depression, hopelessness or other feelings a person feels are unbearable. It’s wonderful that you want to support your husband, but If your husband is feeling depressed and hopeless, you can best help him by getting him to a mental health professional. Feelings of hopelessness and depression, and previous attempts at suicide are all risk factors for future suicide attempts. With a mental health professional, or in the emergency room of a hospital, your husband should be evaluated for suicidal thoughts, intent and plan, and if he is a danger to himself he should probably be hospitalized again until he is stable. Without knowing the particulars, your husband may suffer from Major Depressive Disorder or some other illness on the depressive spectrum. In that case medication could help him immensely, at which point you can offer your support and encouragement him to practice gentle self-care. And do not forget to practice it for yourself.  Remember: a suicide attempt not only affects the person, but it is an immense stressor for his or her loved ones as well. As they say, “put your oxygen mask on first.” Then you will be better able to provide your husband with calm and loving care and attention.Kayla Schwartz, LMSW[email protected]",1,"medication could help him immensely, at which point you can offer your support and encouragement him to practice gentle self-care|"
6atq674u,4bhnmnwl,"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before.    I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people.
   How can I get myself to just move on?","One of the most challenging areas for people to deal with is getting over the the person you have loved so much. It's a catch 22. You know mentally that it's not healthy to think about them. However, your feelings are still there. Moving on is tough. It takes time for feeling to go away. That's the thing, it's not the person you're trying to get over, it's the feeling and the idea of them that is that makes it difficult. You've learned a lot from the relationship and time will help. Activity will also help. Are you actively living your life? If not, go out and maybe it's time to date and find new love. Grow with new relationships and it will help create focus on someone who may even be better than the love you previously experienced. You can do it!Earl Lewiswww.RelationshipsGoneRight.Com",2,"Are you actively living your life? If not, go out and maybe it's time to date and find new love. Grow with new relationships and it will help create focus on someone who may even be better than the love you previously experienced|"
hneumcy2,yryhn691,I would like to be able to have more positive relationships in the present.,"Would you describe yourself as sensitive to your surroundings and emotions?If yes, this may explain why letting go of past problems, is itself a problem.The dynamic of living one day at a time and letting go of past problems, is more imaginary and wishful than real.It is a popular notion of TV, FB, and media.Doing the letting go, has nothing to do with what is actually possible to do.Problems are not ""let go"", they are resolved somehow.Living one day at a time isn't possible for anyone who has consciousness.  No one can really disconnect from reality every day on which they wake up.Instead of trying to do the impossible which is promoted online and in media, allow yourself time to recognize what went into creating a problem in your life, in the first place.  Understanding problems leads to peacefulness and resolution.  Then you will have more freedom to make new relationships.Also, be patient with this process and yourself.If you have deep attachment to painful situations in your life, then possibly now is your time for understanding what went wrong.This is a process which cannot be rushed if it is to be done well.If it is done thoroughly, then you very naturally will bring new relationships into your life.And life will no longer feel so painful that you can only manage ""one day at a time"" without hurting.  You won't need to forget what happened yesterday. ",2,"Would you describe yourself as sensitive to your surroundings and emotions?|allow yourself time to recognize what went into creating a problem in your life, in the first place|"
njir9185,pmibzzxa,"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research?","Hello, and thank you for your question. Self-diagnosing is something that we all do about one health issue or another. Taking a guess about what may or may not be happening to us is completely normal, however the actual clinical diagnoses of a mental health disorder requires a licensed mental health professional. Here are a few reasons for this: 1. Making a clinical diagnosis often requires other things besides matching up the symptoms of a disorder. To come to a diagnoses for any of the things you mentioned, a counselor would consult the DSM, but they may also use some type of screening tool, assessment or scale. Many disorders have similarities and it requires someone with training to tease out the differences in the symptoms. 2. Our judgement is sometimes off when it comes to assessing ourselves. We really can't be objective. Something as serious as determining a diagnosis really needs to be done by someone who has that objectivity. In addition, once you know your diagnosis, treating it usually requires help from a professional. 3. Sometimes the symptoms of a mental health disorder makes self-diagnoses impossible, in and of itself. For example, someone could be having hallucinations or delusions and not realize it. That would clearly make it impossible for them to diagnose themselves. There a many examples where something like this could happen with different mental health disorders. There are other reasons, but these are three important ones. Now, does this mean that you are wrong about your diagnosis? Maybe not. You may be correct. But, it is important to get this confirmed by a professional mental health clinician. If a disorder is then found, you can begin to talk about treatment. Hope this was helpful. Be well.Robin J. Landwehr, DBH, LPCC, NCC",1,it is important to get this confirmed by a professional mental health clinician|
2cz8evoi,u96pbh11,How does a counselor decide when to end counseling sessions or to terminate working with a client?,"For a therapist, deciding to end counseling sessions or terminate working with a client is a thoughtful and intentional decision. One that is not entered into lightly. While there are many considerations counselors take into account, to help answer this question, I'll offer an example of two areas that counselor's take into consideration when ending counseling sessions:Does the client need different or more specialized care than the current counselor can provide? This requires the counselor to determine whether referring the client to another therapist or health care provider is needed.And, has the therapeutic relationship reached treatment goal(s)? While this question is specific to the counselor, I'd like to also add that a client, at any time, can end counseling.",2,"Does the client need different or more specialized care than the current counselor can provide?|And, has the therapeutic relationship reached treatment goal(s)?|"
h1d65edj,wo937up0,"My boyfriend and I have been dating for almost 2 years. I've been really sad lately and for the past few months I've realized I'm just way too dependent on him.   It makes me really upset to be so dependent on someone else, but I can't help it. I don't even know who I am without him.

How can I be less dependent on my him?","From what you write you've got good motivation to change and awareness as to what you'd like to change. These are very good predictors that you'll be successful in what you'd like to change.Try, the next time you realize you're depending on your bf instead of friends, yourself, to interrupt whatever typical action you'd take.Do something different instead!If when you'd like advice and usually ask your bf, ask a different trusted someone.Or, when you feel lonely, contact a friend or introspect on your own if usually you'd contact your bf.Also, being dependent on a bf is part of a trusting intimate relationship.   Dependency in the sense that you each are reliably available to each other, is a good quality.Only if it seems excessive, such as you're isolating yourself from other close friendships, is dependency on a partner, a problem.",1,"Try, the next time you realize you're depending on your bf instead of friends, yourself, to interrupt whatever typical action you'd take.Do something different instead|"
invrmeg6,n3xuu548,"I have friends, family, I live in a good home, I go to a nice high school, and I get pretty good grades, but I don’t know why I'm so unhappy. These friends are my best friends and they’re all amazing people, and yet I'm sad all the time and feel alone.","I wonder if you have moments where you feel happy?You say you have amazing friends. I wonder if you get along with them and feel as though you can be yourself around them.Sometimes we put a lot of pressure on ourselves to do really well at everything all the time and this can be overwhelming sometimes. Where do you have support? I hope you can tell someone that you are feeling sad so that you can talk about your feelings.Sleeping can make a big difference as far as feeling sad as well. If you're not sleeping well at night, that could be a big part of feeling sad a lot.Perhaps you could try to find a person or two who makes you feel totally safe and comfortable and try to talk with them.",2,I wonder if you have moments where you feel happy?|I wonder if you get along with them and feel as though you can be yourself around them.|Where do you have support?|try to find a person or two who makes you feel totally safe and comfortable and try to talk with them|
mllaej0v,p307jgs0,"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.","Perhaps you are not ready to come out to your parents.  Often times our readiness is not dependent on what others' will say or how they react. But more so dependent on how emotionally prepared we are to deal with others' reactions.  It may be beneficial for you to play out each possible scenario and conclusion (eg. your parents being supportive vs. your parents being disappointed and so on). How are you prepared to deal with the outcome?  You may also seek help through counselors, support groups and/or individuals you know that have dealt with similar situations to help you prepare to discuss this with your parents.  All the best! ",2,"How are you prepared to deal with the outcome?  You may also seek help through counselors, support groups and/or individuals you know that have dealt with similar situations to help you prepare to discuss this with your parents.|"
hokxkuux,rezlxjrk,I just wanted to get to know one so I can hear about their college experience and the courses they took. I also wanted to know if they enjoy their job and how long they were in school.,"Mental Health is an exciting and rewarding field.  I hear you saying that you want to be a psychologist, and that is one path to working in mental health.  You could study psychology, social work or counseling to become a practicing therapist. I am a Licensed Professional Counselor Associate and a Licensed Clinical Addiction Specialist.  I currently provide assessments and supervise several counselors in a large clinic in Asheville.  I also have a private practice online. I studied Sociology and Interpersonal Communication as an undergraduate, and then I received a counseling masters degree.   My master's degree was comprised of several supervised practice courses and theory courses.    I really enjoyed my education, and I find my career equally rewarding and enjoyable. If you are considering working in the field, I recommend emailing several counselors, social workers, and psychologists in your area and setting up an informational interview.  Not everyone you contact will be willing to give you their time, but many may.   This will help you determine which path to therapy may be right for you.  Licensing restrictions and abilities vary state to state and a local practitioner may be able to provide you with a specific list of challenges/triumphs about their particular license and education.    Psychologists are usually PhD level practitioners and require more education to begin.  LCSWs , LPCs and LMFTS can practice with a master's degree.  Best of luck! This is an exciting time.  ",1,This will help you determine which path to therapy may be right for you|
8xicg2w4,p9cbwrs9,"I'm a guy. If I don't like girls, nor do I like guys, does that mean I'm gay?","Hi, and thanks for your question. I agree with my colleagues about researching asexuality, but I want too add a couple of things about that:Here is a website that you can start with to get some information about asexuality - http://www.asexuality.org/home/There are a whole lot of myths surrounding asexuality. One is that people who are asexual have absolutely no interest in sex, and that is not always the case. There are variations of asexuality. Some people who are asexual have an interest in sex and others don't. Also, once you read more on this topic, you may find that you don't connect with asexuality either, and that is okay. Our society usually thinks of sexual orientations as only being straight, gay, lesbian, or bisexual, but the truth is there are many variations of sexual orientations. Keep exploring. There is a good chance that there is a community of people who feel like you do. Finally, labels are important for a lot of things, but labeling ourselves can sometimes lead to some painful feelings. Try not to feel pressured to label yourself too quickly. This is your journey. Your experience. Take all the time you need. You may never feel the need to label how you feel, and that is okay, too. Hope this helps. Be well.Robin J. Landwehr, DBH, LPC, NCC",1,Here is a website that you can start with to get some information about asexuality|
9rq92mnd,f2pkjc0e,What should I do when we see each other?,I am so sorry this happened.  Sharing a part of your private life without your permission can be so painful.  I might suggest (depending on your relationship) reaching out to your sister and discussing this (or setting boundary that you don't want to discuss your private life).  I might also speak with your wife and share how hurt you are and what you need to happen moving forward to begin to heal.,1,I might suggest (depending on your relationship) reaching out to your sister and discussing this (or setting boundary that you don't want to discuss your private life)| I might also speak with your wife|
whp8kzje,py7a5lxn,We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?.,"I think honesty is the right approach in this situation. Share with him that you looked at his phone, as well as sharing with him any fears or concerns that you're having about the long distance relationship. Trust is the foundation of any successful relationship and when doubt & distrust creep into a relationship it can undermine the long term health of the relationship. Hopefully, he will understand your concerns and appreciate your honesty. This also might be a good time to seek couples counseling to work on relationship & communication skills.",1,"Share with him that you looked at his phone, as well as sharing with him any fears or concerns that you're having about the long distance relationship|"
ypgi4zth,r1b6y16q,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him.  I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.

How can I feel more comfortable around other people?","Probably a good portion of living like a recluse was necessary so you had time to rest and recuperate from so much major adjustment in your life.Have you told some of the people in your life about the many changes you've been through?   It is possible people sense something different about you and aren't sure whether to ask or not ask questions.Also, understand what type of qualities you'd like to offer and receive in a friendship.   Given that raising a kid who has autism takes a lot of energy and time, the way you socialize will change.Start with one person whom you're pretty sure would welcome you and whom you would gain by bringing them into your life.As a result of how this interaction goes, how you decide to spend your time together, what you'll discuss, you will know more about yourself and what you require to feel good around other people.Then, you can consider if you're ready to add others into your world.",2,Have you told some of the people in your life about the many changes you've been through?|understand what type of qualities you'd like to offer and receive in a friendship|
90m2c1a3,sok6duy5,"We went out had great sex and I was really liking her. Then one day she says we should just be friends, but I can't stop thinking about her. She's always on mind and I want her back.","It can be really difficult when someone you care about doesn't feel the same about you. The most important thing to remember is that you can not make her feel a certain way.  There is nothing you can do to force her to want to be in a relationship with you.In the end, if she ""just wants to be friends"" then she's probably not the right match for you.Remember, every relationship ends - until that last one that doesn't.  And that is how it's supposed to be  ",1,remember is that you can not make her feel a certain way|
egh5g82b,o25fc5pc,"I was a victim of an incident. I've been made fun of and have been beating myself up for it because I don't feel anyone honestly believes me. There are so many other factors I deal with on a daily basis. I ignore my problems when I'm with my friends, but it’s scary when I’m alone.","As you seemed to have learned, the impact will not just ""go away"". Treatment of trauma is like surgery, it requires a skillful clinician to help resolve it. While you are contemplating getting help, you can focus on calming techniques like meditation and yoga. They will aid you when you begin the therapeutic process.",1,focus on calming techniques like meditation and yoga|
