sp_id,rp_id,seeker_post,response_post,level,rationales
ywelvwht,t04lu3s2,"I don't remember when the voices in my head started, but I remember Hearing them when I was little.    I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?","How is your life going overall?Since you hear voices since you were young I wonder whether you mean the thoughts each of us has about what to do, our opinions, including self-criticism and praise.I try to understand how severe a problem these voices are if you've managed to get to a point in life of awareness about the voices.Usually when mental health people hear about voices the immediate thought is you need drugs bc you are psychotic.Since this is going on for a number of years, I wonder if the problem is something different.",0,
xp0zfe4u,3lseypvq,"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","For some people, having a sense of belonging takes some time.You mentioned that you have an education and some basic daily needs. I wonder if you may be able to look at your relationship with yourself and what makes you feel happy, safe, and having a sense of accomplishment. If you have those feelings, I wonder how you define trust and who you trust.You say you have a good time with people who are ""supposed to be close,"" so I wonder what keeps them from feeling close. I have also wondering if you have been emotionally hurt in the past, and if so, you may have some protective defenses that you use (maybe on purpose, maybe not) to protect yourself from being hurt again. Remember that this idea comes in degrees where you can be more perfect in certain situations and a little less in others. Being emotionally protected is on a spectrum or continuum, where you can make an infinite amount of adjustments or changes with different people and situations.I also wonder what it is that you want in your ""home,"" and how you define it. Consider giving yourself permission to think about how you would define your perfect home in a world where there were no realistic restrictions (such as money or location). After you have that, consider what parts of that you can have. Perhaps there is a small part that you could make a reality within a week or so.Thank you for reaching out. If this continues to be difficult for you, consider seeing a local mental health professional so you can discuss some more specific details.",1,Thank you for reaching out.|
jixtu0gu,98olv3a9,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Absolutely not. It sounds like you have significant trauma and it will continue to impact your depression until it is dealt with. Everybody has issues, though some more traumatic than others yet it is best to just start somewhere. I would encourage you to begin counseling and work through some of your history at your own pace in order to begin to impact and reduce your depressive symptoms.",0,
sjxk39ev,6v29c05g,"He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared.",I’m sorry you are experiencing this and I’m glad that you are looking for help and support. I’m not sure of all the details so take from answer what you can. If you are feeling unsafe or scared in your relationship please know that there are non profit domestic violence services that can help and provide you some more support. They can also safely plan with you if you choose to leave. It seems that you might be feeling defeated and if that’s the case a lot of domestic violence non profits provide free counseling if you are needing to talk to someone. What you are going through can be overwhelming and your are taking the right steps toward healing,2,I’m sorry you are experiencing this and I’m glad that you are looking for help and support.|
tgnin3ai,poipikoj,"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. 
Am I crazy? I don't think these thoughts are normal.","Religious questioning is a complex and often philosophical topic, and these types of questions, especially around heaven, hell, and an afterlife can bring up a host of difficult & confusing feelings. What I want to focus on is the fear & anxiety you seem to be feeling that are deeply connected to your questions. Scary thoughts, negative thoughts, obsessive thoughts sometimes feel like they're out of control and there is nothing we can do to stop them, but I want to offer two techniques that might assist with your panic & anxiety. The first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them. I also realize that might seem really hard to do, but here's a good way to think about the brain and how thought patterns work. Thoughts arise in the mind all the time, our brain is a thought machine. Many thoughts drift by like clouds and we don't pay any attention while other thoughts arise and they trigger us in a particulate way, i.e., scary, angry, happy, sad, and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particular thought stream that will lead to fear and anxiety. So, how do we work or stop those scary thought streams? One new skill to implement comes from the work of Rick Hansen, he wrote the book Buddha's Brain,"" he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts. Hansen asks us to imagine the brain this way, the brain is like Velcro with negative thoughts and like teflon when it comes to positive thoughts. There are reasons that our brain works this way, but I don't have time to go into all of that in this response. So, it's just important to remember we have to work at positive thinking, actually pausing throughout the day to focus on positive feelings and memories,  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time. If a scary thought arises try to replace it with a happy experience for at least a couple of moments, and see if that helps reduce the negative charge connected with that scary thought. I would also suggest when you're having the thoughts about death take a moment to notice how you're breathing. Often when we are feeling anxiety we are doing shallowing chest breathing rather than taking in a full, deep breath or what is called belly breathing. If you take a moment to focus on your breathing and allow a couple of full breaths, bringing in the breath so the belly rises and then the belly natural falls as you exhale, just noticing the breath and practicing breathing can slow down the anxiety cycle as it begins. ",0,
y3pagntu,466x499p,"Her father and I have been dealing with this problem for quite some time now. She is an adolescent, and the problem is mostly food. She is now overweight, and we just don't know what to do anymore. She can be disrespectful and doesn't listen to or respect what we say.","I would be curious about there potentially being some emotional or physical trauma in your daughter's history that she is struggling with. Physical trauma is usually easier to identify, but emotional trauma can be feeling a lack of emotional connection in her important relationships, having experienced bullying, or some other emotional injury. The fact that there are some defiance symptoms going on suggests that she might be in need of a safe place to process what she's going through, and the potential issue with control or meeting emotional needs with food is also concerning. I would recommend looking for a therapist/counselor who works with children/adolescents in the area of addressing trauma for an assessment. They may be able to ask the right questions to see whether trauma is truly the issue. ",0,
myutl634,9h0zl2fl,"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!","If your son is reporting ""extremely violent thoughts and dreams"" please have an psychological evaluation done by a psychiatrist now before it gets even worse for him to bare.  Don't take his reports lightly.  For him  to tell you, he knows that something is not right.  He is seeking and needing help.  Get it immediately.  Best to be safe than sorry.",0,
eyj7wtha,bthu5tg5,"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Check this blog out:  Four-ways-add-self-esteem-friends-listHope you find a few nuggets of helpfulness in this.,0,
dqrrscev,fjj7qof3,What are the basic skills a good counselor needs to have?,"To be non-judgemental, know who they themselves are, be able to step forward and ask questions with ease and grace into painful emotional areas.Also to respect human difference in accomplishing basic life tasks and everyday living.",0,
6iub27pu,e6rocwam,I'm obsessing about a terrible breakup. Everything is a constant reminder. How do I move on?,"Breaking up can be a very difficult thing.  I'm sorry you're feeling badly.    The first thing is to be really sure you are taking care of yourself --- that means eating well, exercising, getting good sleep, spending time with friends/family and making sure you are taking care of important things like work, rent, bills etc.    Secondly, it's important to do things that make you feel better and not worse.   If looking up your ex on social media makes you feel worse stop doing it!   It's important to concentrate on you and not them.    Thirdly, it's super important to make sure you're really looking at the situation accurately and look for the good things that still exist in your life ---  what is still good?   Even though your emotions are hurting and you are feeling badly, can you see the light at the end of the tunnel?  Do you feel hope?  If you do try to concentrate on that hope feeling.   If the obsessing continues and really gets in the way of living your life?   Maybe contact a therapist or counsellor that can help you through this difficult time?",2,I'm sorry you're feeling badly|
fgplotwi,231h58j7,"After first meeting the client, what is the process that a counselor facilitates?",Great question which I imagine many other people have as well.The therapist will want to know your main source of life discomfort.  In what areas are the problem interactions which you hope will disappear?The therapist is trained to listen for your emotions to your story.  And to open these up to you in a kind and safe way so that you'll start to see your circumstance in a new light in which you feel more of your own authority to handle the troubling conditions.The therapist and you will refine your thinking and theories.   The therapist will ask questions to help you prepare for any stumbling blocks along your way of creating your own new answers to the problem you brought to counseling.I hope you'll enjoy learning and creating new thinking and interacting patterns!,2,I hope you'll enjoy learning and creating new thinking and interacting patterns!|
kanz0vnh,4as77h60,"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","Wow, congratulations on being in a masters program. You are in a unique place. So few have reached that level. You should give yourself a pat on the back.Confidence is not something that comes naturally. But can and does come with practice.Having gone through two masters programs I can sympathize with your your dilemma. So how is the stress affecting you?Is it serious enough to stop you from presenting or is it just ""butterflies""?There are many ways of dealing with the anxiety and stress. Much depends on how serious the stress is.So here are a few ideas:1. Practice in front of a mirror.Sounds strange but the practice helps.2. Ask some friends to listen to your presentations. Not so much for their input as to just get used to presenting.3. Focus on the material you are presenting. The subject matter is what you want to get across. Step away from your nerves and get into the facts you want to present. Let the material you present be the focus. 4. Remember everyone else is just as nervous as you. Share your fears with some of your classmates and gain support from them. Focus on a friendly face during the presentation. Be a support to them in return.5. ""Fake it, till you make it"". Yes it sounds blunt. But sometimes that's what it takes. Even if you feel like it, you won't die.So much more can be discussed with a competent counselor. Take the time to let a professional help you work through this.Again you have come a long way to be in a graduate program. Congratulations you have done great work so far. It's just one step at a time, take the steps.",2,"Wow, congratulations on being in a masters program.|So few have reached that level.|You should give yourself a pat on the back.|Congratulations you have done great work so far|"
gqwuukpu,hp3fmrec,I need help dealing with stress. How can I handle it all and feel less stressed out?,"Part of handling stress is making sure that your perception of the stress is accurate. Sometimes stress can seem more than it really is. One thing that I encourage my clients to do is to ask themselves, ""What is this stressor really about?"" Simplifying stress is a key to minimizing stress and leads to feeling less stressed out.",0,
symhbpsw,n6sb3soe,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.","With me knowing that a healthy relationship usually includes respect, trust, appreciation, companionship, spiritual solidarity, domestic support, feeling of being cherished, and  sensuous affection, I am wondering if you are lacking in several if not all of these needs in your present relationship.  Before he becomes your husband, you should examine these areas and see if they are high in rating.  Otherwise, yes this relationship will affect your girls and you negatively.  I would suggest relationship counseling, specifically pre-marital.  Not be surprised if through the process you realize that this relationship is not the best choice for you and your children.",0,
qwucoipm,th5skfvm,"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?","Hi Morristown,There's a saying that goes ""hurt people hurt people"". It's possible that your aggression towards your friends is connected to your mother's behaviours. When we are treated poorly, especially as children, it affects how we ourselves, others, and the world. It's also powerful modelling of aggressive behaviour. The good news is that you have this lovely awareness and I think a desire to learn about yourself and grow in your ability to be respectful to people you care about. I recommend you consider sitting down with a therapist and exploring these ideas and moving forward on that path you seem to want to be on. Good luck!",1,Good luck!|you have this lovely awareness and I think a desire to learn about yourself and grow in your ability to be respectful to people you care about|
hy5y69jp,z8eskun9,I have been dating my ex-boyfriend’s cousin for a few years. We have gotten pretty serious. He wants to cut it off because people are giving him a hard time that our kids will be related to my ex.,"Does your boyfriend agree with the other people's opinions or is the problem that he feels that doing what they want will be an easy way to stop hearing them say what he doesn't like hearing?Talk through whether he actually believes what the others are telling him or figures that complying will make them stop bothering him.Once the two of you understand what, if any, the differences are in the opinions you each have on the double relationship status, you'll be more clear whether the differences can be aligned somehow.",0,
8ilk5s2m,nz8gfs4u,"Any time my family and friends are in an altercation, I’m the one who steps in. I’m the one they call to fight for them. I do this even though I have a tough time trusting the people I’m fighting for. I’m only in my early 20s.","You could be protective because of things that happened in your past or in the past of the people that you are protecting. A lot of us have natural instincts that we do not want other people to be in pain. For other people, conflict is just hard to watch and/or listen to.As for having a tough time trusting them, that could also relate to past events between you and these other people or it could relate to the conflict that you mentioned. It can be difficult to trust someone deeply when you don't know when the next big fight or argument is going to start.The next time you step in for someone, consider asking yourself what is making you do that? What are you feeling in the moment?",0,
uupytd9v,dm3d8gp4,"I'm in my late teens and live with my dad.  The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks. 

Sometimes I feel i'm not worth knowing or i'm never going to do anything right.

Are they right, am I depressed?","Although some people managing depression feel sad or ""down"",  it is a possible to have depression without an obvious sad mood.  Many people indicate that they feel numb or flat.  People managing depression often have low motivation. They may stay in bed for long periods of time and only get up for absolutely necessary activities.  People with depression may also feel inappropriate guilt or shame.   If you have been experiencing the symptoms you described for more than two weeks, I recommend that you see a counselor to get a more in-depth evaluation.   The symptoms you are experiencing are typical of depression, and with a bit of support, you could regain energy and improved self-esteem.  The stigma surrounding mental health can make a diagnosis or a label of depression seem scary.  The important thing to remember is that mental health disorders are as important as and as treatable physical health disorders.    Hang in there.  Healing is possible! ",1,Hang in there.|Healing is possible!|
g9zcifcw,p3w9bbir,"The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?","It sounds to me like you have had a lot going on and now you are afraid you are going to lose the last things you care about, your pets.  I do not know what all is going on in your family, and I cannot answer for your dad’s actions or his reasoning behind this.I would recommend that you focus on developing healthy coping skills.  We cannot change what others do but we can change how what they do affects us.  If you have all of your emotions and all of yourself tied up into one thing (like your pets) then when that thing is taken away it causes a lot of emotional distress.  It is really good to have a wide variety of interests such as friends, hobbies, games, etc.  Develop other things that you care about and are passionate about.Another reason for developing healthy coping skills to deal with whatever might be going on in your life is if you don’t have healthy ones, you may develop some very unhealthy ones.  You have to cope somehow, right?  Developing unhealthy ways of coping with life is only going to make life more difficult for you.I don’t know if this is what it is like for you at your house, but there are two kinds of household environments that can cause dysfunction in children. One is when you grow up in a very rigid stern household where all decisions are made for you and you feel like you have no control over anything. The other is a household where things were chaotic and you never knew what was going to happen next and had no stability. People need to have some stability in their lives and need to feel in control over some things in order to feel safe.  Both of these environments can lead you to develop some unhealthy ways of coping with life.  Please talk to a trusted adult about your feelings before it gets any worse.",0,
6qlb6ue6,igtdnu4u,"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not normal.","Its hard to answer this question based on the information presented but I shall give it a go, Is it possible that your daughter is afraid of failing, I've seen many children and kids who get stressed out over grades or performance in sports, can you tell me ""what was your grade in fourth grade English? Or what was the score of the 7th game you played in football when you were a junior? Much of what happens to us is insignificant and we worry over things which really , in the long term don't matter much to us. But ask yourself this question, Is your daughters reaction to what is going grossly out of proportion with what would normally be expected, if the answer is yes, a visit to a psychotherapist might not be a bad idea to learn some coping skills and to alter our reaction to life.",0,
2rahzjw3,b5g1vs2x,"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Yes, if crying is how you are expressing an emotion, then not only would it be normal, but hopefully encouraged, because it's an important part of therapy to have a safe space to express your emotions. We might encourage you to put words to the tears as well, to help you expand on your experience and begin to make more sense of it.As a therapist, our job is help you open up and feel comfortable enough doing so. I sincerely hope no therapist would ever shame you for whatever experience you are having in the room.",1,I sincerely hope no therapist would ever shame you for whatever experience you are having in the room|
lvkytm8i,o58z8427,"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Hi Brookfield, It can be unsettling when we feel something as fundamental as our sexual orientation shifting. I like that you're honest enough with yourself to say ""I'm struggling with this"". To accept that there is a question is a brave place to be. And...it doesn't necessarily mean you're gay.Unfortunately, we live in a culture that wants to put people in slots...male or female, straight or gay...we tend to not like those grey areas so much as a culture. The truth is that, if we grew up in a society where there wasn't this categorization...if we felt free to explore and grow sexually, we might be surprised at who we are attracted to. You don't have to put yourself in a slot. Our sexual preferences are more fluid than we think, and it can change over time.We also live in a culture where there is prejudice against homosexuality or ""differentness"" in general. The wish to not be gay can be powerful. Many people who are gay spend years believing they were heteroxual...fighting against, repressing  or ignoring their gay thoughts. This is needless pain. If you are gay, there is no shame in that and you can still have a glorious life filled with love and passion.Having said all that...just because you have thoughts about men or get turned on by gay porm doesn't mean you're gay. Many heterosexual people have thoughts and fantasies about the same sex; it's arousing because it's naughty...we're curious about the forbidden, or we're just curious. Becoming aroused by gay porn is normal for many heterosexual men. Sexual orientation isn't just about sex either. A different gauge of who you are sexually can be found in your emotions towards men or women. Are you drawn into emotional connections with men more than women? Who do you feel the urge to explore and be close to?Exploring your sexuality through being open to different experiences can help too. How does it feel to kiss a man, to touch a man, as compared with a woman...sometimes this feels like such a big and forbidden step that it's a barrier to discovering ourselves. We don't want to open that door. I wish you well as you do exactly what you are supposed to be doing...exploring and discovering yourself. It's an exciting journey and you might want to find a trusted person to talk more about this with. ",1,"I like that you're honest enough with yourself to say ""I'm struggling with this"".|"
szu8fvod,tuvbipnh,"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
   I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people.    I don't know what's wrong with me and why I feel this way. What should I do?","Since you're aware of your sensitivity to being among large groups of people, then continue to satisfy this and stay away from crowds as much as reasonably possible.It is also fine to prefer the companionship of animals, as long as it is not to the exclusion of relationships with people.Recognizing this feature about yourself is another example of self-understanding.The only point to consider is the reason you avoid talking with other people.If its because of bad or stressful encounters, betrayals or some type of violation, then having this relationship pattern remain in your mind, may introduce new problems such as loneliness from lack of close friends.What you should do is honestly understand whether you avoid people from fear of being hurt or exploited in some way or because you genuinely prefer solitude.If you have the right combination of people/solitude/animals, then great!If not, then consider the confidential office of a therapist for new understanding of yourself and your social interests.",0,
roj2xpj5,7jvn09jh,"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?","Open and honest communication can go a long way in situations like yours. Your girlfriend may be suspicious if you don't give her enough information. Answer her questions fully. Ask for her suggestions as to how to handle this female friend. Ask for your girlfriend for help in getting the female friend to understand that you are not interested in continuing the friendship. If you are honest with your friend, your girlfriend will probably feel like you are being honest with her. ",0,
9y991eyk,6zz13mej,"I try to do everything right just so we won't argue, and it doesn't help the only time he is calm is when he is drinking alcohol. I get anxiety over having fights with him.","Because of the way that you say your boyfriend is only calm when he is drinking and you have concerns about flights, it would probably be most helpful for you to speak with a local therapist so you can have specific conversations about what happens during these fights.When you do ""everything right,"" are you saying that you don't argue? It sounds a bit as though you are trying to read each other's mind without being able to communicate effectively. I recommend working on this with a therapist, though (even if you end up going without your boyfriend to sessions), so that you can talk about specific strategies and what you can do when he is not calm.",0,
eirgjof1,olr0ed73,I'm unemployed just relocated. I can't get approved for a place to live because of past mistakes which follow me to this day. I'm depressed and on the verge of loosing my partner because I'm overwhelmed and have trouble functioning on a daily basis. I see no light at the end of this tunnel and need some help. I see no point in this chaos infested joke some call life.,"It sounds like you are feeling like things are hopeless and out of control and you're not sure what to do about it. If you can find a competent therapist to work with, together you may be able to come up with some strategies for alleviating the overwhelming distress that you are experiencing and gain some insight into what may be contributing to these challenges. Additionally, a therapist may be able to support you in getting back on your feet in regards to work, a place to live, and showing up with your partner in a way that will be more satisfying to you.",0,
2zdvz2xl,mws9epc0,I always feel like I'm not good enough and it literally is so hard living. I don't know how to talk to my parents about it.,"Are you a teen?  This is a really hard problem for more teens (and adults) than let on.  When I was about 15, I remember asking my parent's friend, Herman, whether life gets any easier when you get older.  He said the problems are actually harder, but you gain the ability to deal with them better.  I've been an adult a long time now, and that is so true. If you need someone to talk to, consider a teacher or a school guidance counselor or someone you respect, maybe in church.  If they're good and they don't know how to help you, they may know how to get you to someone who can.  Also, the idea of not being ""good enough"" is a common psychological event.  In CBT it's called a ""core belief,"" but I call it a ""core lie"" in my book, Living Yes, a Handbook for Being Human.  If you are serious about changing yourself, read about it  at www.LivingYes.org and pick up a copy there or on Amazon.  I hope this was helpful.  The future is filled with possibility if we don't prejudge it!  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)",0,
mflymrxl,h7whi7k0,Is this something I should be worried about?  Should I do something about it?,"My son plays alone at recess.Is this something I should be worried about? Should I do something about it?Every mom is the expert on their children’s behavior.  First of all, I suggest checking with your son, asking him if he is happy while playing alone, or does he complain that no one wants to play with him?  Does he plays alone in school, but is social in other environments, with family or neighbors?Playing alone is healthy for children, it helps them to be independent and confident, it allows them to explore their environment and use their imagination, among other benefits.  On the other hand, it is also important to develop social skills early on and become confident in our skills as we grow.  Children go through stages of exploration until they develop a sense of “social confidence”. Depending on your son’s age, he might need some input or advice.  Provide the opportunity to interact with other children, without pushing it.  Take him to the park to play with a friend or to children’s activities in your neighborhood.  Later ask him, what did he thought of the activity, and if he enjoyed playing there.  Children also follow their parent’s model, so you can encourage social interaction by greeting other and asking your son to do the same, ask him to receive the guests who come to the house with you and sit to enjoy the conversation. If you notice any shakiness, becoming tearful, anxious or aggressive when approaching social encounters, you may want to talk to the school counselor or children’s therapist to evaluate those symptoms and rule out any behavioral problems or social anxiety.Mi hijo juega solo en el receso.¿Debería preocuparme al respecto?  ¿Debería hacer algo al respecto?Cada mama es experta en la conducta de sus hijos.  Primero que nada te sugiero que revises con tu hijo y le preguntes si él se siente contento jugando solo, o si se queja porque nadie quiere jugar con él.   Observa si él juega solo en la escuela, pero es sociable en otros ambientes como con la familia  o los vecinos. Jugar solo puede ser saludable para los niños, les ayudo a ser independientes, desarrollan sentido de seguridad, y les permite explorar su ambiente y utilizar su imaginación, entre otros beneficios.Por otro lado, también es importante desarrollar destrezas sociales y perfeccionarlas con la práctica.   Los niños van por etapas de exploración y prueba hasta que desarrollan un nivel de confianza en sus destrezas sociales.  Dependiendo de la edad de tu hijo, puede que el necesite algunos consejos.  Provéele la oportunidad de interactuar con otros niños, sin obligarlo. Ya sea yendo al parque a jugar con vecinos, o a actividades comunitarias infantiles con algún amigo.  Luego pregúntale como le pareció la actividad y si le gusto compartir allí.  También recuerda que los niños siguen el modelo de sus padres, así que puedes motivarlo invitándolo a que salude a otros después de ti, o invitándolo a recibir a la visita que llega a la casa y que los acompañe durante la conversación.Si observas que tu hijo está nervioso, lloroso, o agresivo cuando se acerca alguna actividad social, consulta con el consejero escolar o un consejero infantil para evaluar sus síntomas y descarta cualquier problema de conducta o ansiedad. ",0,
c34tins2,6umz65tl,Then turn right back around and say he loves me and needs me. This rollercoaster is crazy.,"Yes, I agree with your view about the ""rollercoaster"" sounding ""crazy""!Concentrate on knowing what your reasons are for staying with this guy, given the broad facts that you state.What are you gaining from being together and are these gains outweighing how you feel when your companion says the opposite of what he just told you?Also, examine yourself for any fears of being alone.Very often, people stay in detrimental relationships because of a fear that being alone will feel worse.It may, initially feel this way after a breakup.This is from change itself.Eventually, stability and peace of mind return, and being alone with oneself is preferred to being taken on an emotional rollercoaster by a partner.",0,
lwesalaq,13umy2k7,"She said she needed space after three days of dating, and she got a boyfriend a week later. I still really miss her, and she told me she still likes me.","It sounds as if your ex-girlfriend is trying to figure out what type of relationship she is looking to have with you. There are lots of levels of relationships, from a basic acquaintance, to a more friendly acquaintance, to a friend, close friend, best friend, early romantic partner, committed romantic partner, and many more.If she is willing to have a conversation with you about her feelings, it may be helpful to have her explain her feelings to you while listening as an investigative reporter and asking questions that cannot be answered with yes or no, but are what are called open-ended questions, which ask her to provide more information. During this process, it would be helpful for you to try to think of it as not being personal, but just listening and trying to understand the experience from her perspective. After you have done this for five minutes (it's a rough estimate, but basically until you can restate what she is saying and she says you have it right), you can switch so she is asking you questions about how you are feeling. The goal is not necessarily to change the outcome, but to learn more about yourselves and each other.Then you may have an idea of where you stand in each other's eyes.",0,
ue8x4e2f,lbn1juen,"I am a young adult, and I was sexually assaulted by an older man when I was a teenager (which has really intensified the guilt/shame). However, I've been attracted to much older men since I was even younger than that.","Sometimes the reason for being attracted to older men is because of growing up with a father who was distant.If you grew up having enough interaction with your dad to know you'd have liked more and didn't receive this, then maybe your longings of childhood are still active within you.It is ok to like older men.Just be sure you're not idealizing them, or anyone else.Because regardless of age, a relationship is based on who the two people really are, not how we'd like imagining them.",0,
e5hntjh7,rjysmgxt,"I am in a high stress position for a tech company. I am being overworked and underpaid for my contributions and it is not only giving me anxiety, but also demoralizing.
   What can I do to manage my stress?","It sounds like you are experiencing burnout and have very little, if no job satisfaction.  There are some aspects of this that are in your control and others that are not.  What type of work do you typically enjoy?  Do you enjoy high stress work? What keeps you in this job? Is there a reason you have stayed?  Is your boss reasonable to have a conversation with?  I recommend a few things.  For one, you may want to have a discussion with your boss about your job duties and see if there is a way to either eliminate some responsibilities or get higher pay.  Another option, if you are unable to have an open conversation, you can start to look at an ideal work situation, what would you like/ be OK with/ absolutely hate about a job. Then possibly try to look for a new job that fits these qualifications. If you are unable to leave your job, you may want to attempt to balance your work life with more activities that create joy outside of work.  Sometimes that balance can help you tolerate work more.  I recommend that you find a supportive person to talk with and process these frustrations as burnout can lead us to do things we may regret.",0,
syixz7so,b22yq5oy,"I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back. This past time, it was extremely debilitating, so I went on Wellbutrin. I could feel the effects of the medicine after the first week. A month and a half later, I decided that my depression was being caused by my own unwillingness to move forward and address my behaviors and thoughts that were keeping me in a place of despair. I became worried that the medicine was making me complacent and prohibiting me from working out what I needed to in my life to bring back true fulfillment. I stopped taking it a month ago and feel okay; a lot of the anxiety it was paired with has gone away. However, I still don't feel my sense of self has been completely regained, and I have days where I feel a zombie-like haze of having no interests or the ability to fully concentrate on anything. Is it better to continue letting time and good habits work out the remaining depression or should I go back on the medicine?","Deciding whether or not psychiatric medicine is a good option can be complicated, as you have noticed, and only a person who is licensed to prescribe can give you medical advice regarding medications. While there is sometimes relief from symptoms from medication, as you have pointed out, there are often negative side effects as well. While I can't give you advice on whether or not to continue medication, I would urge you to take an inventory of the positive and negative effects that you have noticed and educate yourself as much as possible about the short and long-term costs and benefits of psychiatric medication. If you can find a doctor, psychiatrist, or ARNP who is competent in mental health, it may also benefit you to consult with them.One thing that I am wondering about is, what is your support system like, in regards to your fight against depression? Are you seeing a therapist or attending any therapeutic or supportive group? While there are many things that one can do on their own to work through challenges such as depression, psychotherapy has been shown time and again in research to be highly effective and sometimes having a relationship with a caring, competent professional who understands depression and ways of helping can make a huge difference.",0,
0iuxr34j,z46xr80k,My daughter seemed to be developing at a normal rate until about the age of 10. She then started to act younger than she is.    Now she only wants to play with younger kids and she doesn't act her age. I don't know why this is happening. Is this normal?,"Your daughter is fortunate to have an observant parent, who is willing to seek out help in this regard. Regression can be indicative of some stress in your child's life, so the issues she is facing should be examined. Seeking advice from your daughter's pediatrician, as well as a practitioner familiar with adolescent issues or perhaps play therapy can equip you with insight into the causes of the behavior, and give you tools to assist your daughter in learning age appropriate social interactions.",1,Your daughter is fortunate to have an observant parent|
